target,bug_type,bug_key,input_data,stdout,stderr,returncode,timed_out,crashed,strategy,timestamp
ipv6_parser,BONUS,9e363e74bd18,"9d18:63a0:d1""52:e743:12cc:23a2:9af1:2b&96","Running the IPv6 parser with ipstr: 9d18:63a0:d1""52:e743:12cc:23a2:9af1:2b&96
An unknown exception has been triggered. Expected ':', found '""'  (at char 12), (line:1, col:13)
============================================================
TRACEBACK
============================================================
============================================================
Saved bug count report and tracebacks for the bugs encountered!
Final bug count: defaultdict(<class 'int'>, {('bonus', <class 'pypar","Traceback (most recent call last):
  File ""ipv6_parser_stv.py"", line 219, in <module>
  File ""pyparsing/core.py"", line 1340, in parse_string
pyparsing.exceptions.ParseException: Expected ':', found '""'  (at char 12), (line:1, col:13)
Traceback (most recent call last):
  File ""ipv6_parser_stv.py"", line 219, in <module>
  File ""pyparsing/core.py"", line 1340, in parse_string
pyparsing.exceptions.ParseException: Expected ':', found '""'  (at char 12), (line:1, col:13)
",0,False,False,byte_insert,2026-04-05 19:49:20
ipv6_parser,BONUS,d8635ae310d4,2001:Ndb8::1:192.0.2.33,"Running the IPv6 parser with ipstr: 2001:Ndb8::1:192.0.2.33
An unknown exception has been triggered. Expected W:(0-9A-Fa-f){1,5}, found 'Ndb8'  (at char 5), (line:1, col:6)
============================================================
TRACEBACK
============================================================
============================================================
Saved bug count report and tracebacks for the bugs encountered!
Final bug count: defaultdict(<class 'int'>, {('bonus', <class 'pyparsi","Traceback (most recent call last):
  File ""ipv6_parser_stv.py"", line 219, in <module>
  File ""pyparsing/core.py"", line 1340, in parse_string
pyparsing.exceptions.ParseException: Expected W:(0-9A-Fa-f){1,5}, found 'Ndb8'  (at char 5), (line:1, col:6)
Traceback (most recent call last):
  File ""ipv6_parser_stv.py"", line 219, in <module>
  File ""pyparsing/core.py"", line 1340, in parse_string
pyparsing.exceptions.ParseException: Expected W:(0-9A-Fa-f){1,5}, found 'Ndb8'  (at char 5), (line:1, col:6)
",0,False,False,byte_insert,2026-04-05 19:50:31
ipv6_parser,INVALIDITY,ad2fd8dfb251,1ad43:94db:7849:39f8:b662:63c9:3370:9811,"Running the IPv6 parser with ipstr: 1ad43:94db:7849:39f8:b662:63c9:3370:9811
An invalidity bug has been triggered: Hex of length more than 4 found.
============================================================
TRACEBACK
============================================================
============================================================
Saved bug count report and tracebacks for the bugs encountered!
Final bug count: defaultdict(<class 'int'>, {('invalidity', <class 'buggy_ipyparse.ipv6_mstv.In","Traceback (most recent call last):
  File ""ipv6_parser_stv.py"", line 219, in <module>
  File ""pyparsing/core.py"", line 1328, in parse_string
  File ""pyparsing/core.py"", line 950, in _parseNoCache
  File ""pyparsing/core.py"", line 4754, in parseImpl
  File ""pyparsing/core.py"", line 950, in _parseNoCache
  File ""pyparsing/core.py"", line 4612, in parseImpl
  File ""pyparsing/core.py"", line 950, in _parseNoCache
  File ""pyparsing/core.py"", line 4612, in parseImpl
  File ""pyparsing/core.py"", line 989, ",0,False,False,byte_insert,2026-04-05 19:51:40
ipv6_parser,BONUS,b329efcdbdf0,fc0e:7ba9:48ef:3f43:8168:bdf1:8Mb8c:54a8,"Running the IPv6 parser with ipstr: fc0e:7ba9:48ef:3f43:8168:bdf1:8Mb8c:54a8
An unknown exception has been triggered. Expected ':', found 'Mb8c'  (at char 31), (line:1, col:32)
============================================================
TRACEBACK
============================================================
============================================================
Saved bug count report and tracebacks for the bugs encountered!
Final bug count: defaultdict(<class 'int'>, {('bonus', <class 'pyp","Traceback (most recent call last):
  File ""ipv6_parser_stv.py"", line 219, in <module>
  File ""pyparsing/core.py"", line 1340, in parse_string
pyparsing.exceptions.ParseException: Expected ':', found 'Mb8c'  (at char 31), (line:1, col:32)
Traceback (most recent call last):
  File ""ipv6_parser_stv.py"", line 219, in <module>
  File ""pyparsing/core.py"", line 1340, in parse_string
pyparsing.exceptions.ParseException: Expected ':', found 'Mb8c'  (at char 31), (line:1, col:32)
",0,False,False,byte_insert,2026-04-05 19:51:51
ipv6_parser,BONUS,cc8cf73c897a,a956:7bce:95f5:fa16:4b79:6ae4:afe5:c&d,"Running the IPv6 parser with ipstr: a956:7bce:95f5:fa16:4b79:6ae4:afe5:c&d
An unknown exception has been triggered. Expected end of text, found '&'  (at char 36), (line:1, col:37)
============================================================
TRACEBACK
============================================================
============================================================
Saved bug count report and tracebacks for the bugs encountered!
Final bug count: defaultdict(<class 'int'>, {('bonus', <class '","Traceback (most recent call last):
  File ""ipv6_parser_stv.py"", line 219, in <module>
  File ""pyparsing/core.py"", line 1340, in parse_string
pyparsing.exceptions.ParseException: Expected end of text, found '&'  (at char 36), (line:1, col:37)
Traceback (most recent call last):
  File ""ipv6_parser_stv.py"", line 219, in <module>
  File ""pyparsing/core.py"", line 1340, in parse_string
pyparsing.exceptions.ParseException: Expected end of text, found '&'  (at char 36), (line:1, col:37)
",0,False,False,byte_insert,2026-04-05 19:52:02
ipv6_parser,BONUS,6ce13757f8d1,b71:5a01:70e;\a:9e21:2270:f42d:fe75:4279,"Running the IPv6 parser with ipstr: b71:5a01:70e;\a:9e21:2270:f42d:fe75:4279
An unknown exception has been triggered. Expected ':', found ';'  (at char 12), (line:1, col:13)
============================================================
TRACEBACK
============================================================
============================================================
Saved bug count report and tracebacks for the bugs encountered!
Final bug count: defaultdict(<class 'int'>, {('bonus', <class 'pypars","Traceback (most recent call last):
  File ""ipv6_parser_stv.py"", line 219, in <module>
  File ""pyparsing/core.py"", line 1340, in parse_string
pyparsing.exceptions.ParseException: Expected ':', found ';'  (at char 12), (line:1, col:13)
Traceback (most recent call last):
  File ""ipv6_parser_stv.py"", line 219, in <module>
  File ""pyparsing/core.py"", line 1340, in parse_string
pyparsing.exceptions.ParseException: Expected ':', found ';'  (at char 12), (line:1, col:13)
",0,False,False,byte_insert,2026-04-05 19:52:58
ipv6_parser,BONUS,62682c1a2200,20Y01:db8::1:192.0.2.33,"Running the IPv6 parser with ipstr: 20Y01:db8::1:192.0.2.33
An unknown exception has been triggered. Expected ':', found 'Y01'  (at char 2), (line:1, col:3)
============================================================
TRACEBACK
============================================================
============================================================
Saved bug count report and tracebacks for the bugs encountered!
Final bug count: defaultdict(<class 'int'>, {('bonus', <class 'pyparsing.exceptions.Pa","Traceback (most recent call last):
  File ""ipv6_parser_stv.py"", line 219, in <module>
  File ""pyparsing/core.py"", line 1340, in parse_string
pyparsing.exceptions.ParseException: Expected ':', found 'Y01'  (at char 2), (line:1, col:3)
Traceback (most recent call last):
  File ""ipv6_parser_stv.py"", line 219, in <module>
  File ""pyparsing/core.py"", line 1340, in parse_string
pyparsing.exceptions.ParseException: Expected ':', found 'Y01'  (at char 2), (line:1, col:3)
",0,False,False,byte_insert,2026-04-05 19:53:32
ipv6_parser,BONUS,30a4234f9f51,2001:db8::#1:2:3,"Running the IPv6 parser with ipstr: 2001:db8::#1:2:3
An unknown exception has been triggered. Expected end of text, found '#'  (at char 10), (line:1, col:11)
============================================================
TRACEBACK
============================================================
============================================================
Saved bug count report and tracebacks for the bugs encountered!
Final bug count: defaultdict(<class 'int'>, {('bonus', <class 'pyparsing.exceptions.P","Traceback (most recent call last):
  File ""ipv6_parser_stv.py"", line 219, in <module>
  File ""pyparsing/core.py"", line 1340, in parse_string
pyparsing.exceptions.ParseException: Expected end of text, found '#'  (at char 10), (line:1, col:11)
Traceback (most recent call last):
  File ""ipv6_parser_stv.py"", line 219, in <module>
  File ""pyparsing/core.py"", line 1340, in parse_string
pyparsing.exceptions.ParseException: Expected end of text, found '#'  (at char 10), (line:1, col:11)
",0,False,False,byte_insert,2026-04-05 19:53:54
ipv6_parser,BONUS,efdc531ea04c,6a4a:655a:8bb3:6e32:3434:f5bf:bdb4:av88,"Running the IPv6 parser with ipstr: 6a4a:655a:8bb3:6e32:3434:f5bf:bdb4:av88
An unknown exception has been triggered. Expected end of text, found 'v88'  (at char 36), (line:1, col:37)
============================================================
TRACEBACK
============================================================
============================================================
Saved bug count report and tracebacks for the bugs encountered!
Final bug count: defaultdict(<class 'int'>, {('bonus', <clas","Traceback (most recent call last):
  File ""ipv6_parser_stv.py"", line 219, in <module>
  File ""pyparsing/core.py"", line 1340, in parse_string
pyparsing.exceptions.ParseException: Expected end of text, found 'v88'  (at char 36), (line:1, col:37)
Traceback (most recent call last):
  File ""ipv6_parser_stv.py"", line 219, in <module>
  File ""pyparsing/core.py"", line 1340, in parse_string
pyparsing.exceptions.ParseException: Expected end of text, found 'v88'  (at char 36), (line:1, col:37)
",0,False,False,byte_insert,2026-04-05 19:54:05
ipv6_parser,BONUS,14658d27fd74,2001:db8::1:192.0	.2.33,"Running the IPv6 parser with ipstr: 2001:db8::1:192.0	.2.33
An unknown exception has been triggered. Expected end of text, found '.'  (at char 15), (line:1, col:16)
============================================================
TRACEBACK
============================================================
============================================================
Saved bug count report and tracebacks for the bugs encountered!
Final bug count: defaultdict(<class 'int'>, {('bonus', <class 'pyparsing.excep","Traceback (most recent call last):
  File ""ipv6_parser_stv.py"", line 219, in <module>
  File ""pyparsing/core.py"", line 1340, in parse_string
pyparsing.exceptions.ParseException: Expected end of text, found '.'  (at char 15), (line:1, col:16)
Traceback (most recent call last):
  File ""ipv6_parser_stv.py"", line 219, in <module>
  File ""pyparsing/core.py"", line 1340, in parse_string
pyparsing.exceptions.ParseException: Expected end of text, found '.'  (at char 15), (line:1, col:16)
",0,False,False,byte_insert,2026-04-05 19:55:04
ipv6_parser,BONUS,a00ca8bb97e2,55b9:b9c9:6a4a:d446:e04f:943z0:320b:1a8a,"Running the IPv6 parser with ipstr: 55b9:b9c9:6a4a:d446:e04f:943z0:320b:1a8a
An unknown exception has been triggered. Expected ':', found 'z0'  (at char 28), (line:1, col:29)
============================================================
TRACEBACK
============================================================
============================================================
Saved bug count report and tracebacks for the bugs encountered!
Final bug count: defaultdict(<class 'int'>, {('bonus', <class 'pypar","Traceback (most recent call last):
  File ""ipv6_parser_stv.py"", line 219, in <module>
  File ""pyparsing/core.py"", line 1340, in parse_string
pyparsing.exceptions.ParseException: Expected ':', found 'z0'  (at char 28), (line:1, col:29)
Traceback (most recent call last):
  File ""ipv6_parser_stv.py"", line 219, in <module>
  File ""pyparsing/core.py"", line 1340, in parse_string
pyparsing.exceptions.ParseException: Expected ':', found 'z0'  (at char 28), (line:1, col:29)
",0,False,False,byte_insert,2026-04-05 19:55:15
ipv6_parser,BONUS,bb2f103f7056,6a4a:655a:8bb3:6e32:3434:f5bf:bdb4:av88z,"Running the IPv6 parser with ipstr: 6a4a:655a:8bb3:6e32:3434:f5bf:bdb4:av88z
An unknown exception has been triggered. Expected end of text, found 'v88z'  (at char 36), (line:1, col:37)
============================================================
TRACEBACK
============================================================
============================================================
Saved bug count report and tracebacks for the bugs encountered!
Final bug count: defaultdict(<class 'int'>, {('bonus', <cl","Traceback (most recent call last):
  File ""ipv6_parser_stv.py"", line 219, in <module>
  File ""pyparsing/core.py"", line 1340, in parse_string
pyparsing.exceptions.ParseException: Expected end of text, found 'v88z'  (at char 36), (line:1, col:37)
Traceback (most recent call last):
  File ""ipv6_parser_stv.py"", line 219, in <module>
  File ""pyparsing/core.py"", line 1340, in parse_string
pyparsing.exceptions.ParseException: Expected end of text, found 'v88z'  (at char 36), (line:1, col:37)
",0,False,False,byte_insert,2026-04-05 19:55:27
ipv6_parser,BONUS,ace75ad2b83c,fcee:2a38:969!7:90ba:2eae:cb3a:6196,"Running the IPv6 parser with ipstr: fcee:2a38:969!7:90ba:2eae:cb3a:6196
An unknown exception has been triggered. Expected ':', found '!'  (at char 13), (line:1, col:14)
============================================================
TRACEBACK
============================================================
============================================================
Saved bug count report and tracebacks for the bugs encountered!
Final bug count: defaultdict(<class 'int'>, {('bonus', <class 'pyparsing.e","Traceback (most recent call last):
  File ""ipv6_parser_stv.py"", line 219, in <module>
  File ""pyparsing/core.py"", line 1340, in parse_string
pyparsing.exceptions.ParseException: Expected ':', found '!'  (at char 13), (line:1, col:14)
Traceback (most recent call last):
  File ""ipv6_parser_stv.py"", line 219, in <module>
  File ""pyparsing/core.py"", line 1340, in parse_string
pyparsing.exceptions.ParseException: Expected ':', found '!'  (at char 13), (line:1, col:14)
",0,False,False,byte_insert,2026-04-05 19:55:38
ipv6_parser,BONUS,aaf037aafe2a,2001:RNdb8::1:192.0.2.33,"Running the IPv6 parser with ipstr: 2001:RNdb8::1:192.0.2.33
An unknown exception has been triggered. Expected W:(0-9A-Fa-f){1,5}, found 'RNdb8'  (at char 5), (line:1, col:6)
============================================================
TRACEBACK
============================================================
============================================================
Saved bug count report and tracebacks for the bugs encountered!
Final bug count: defaultdict(<class 'int'>, {('bonus', <class 'pypar","Traceback (most recent call last):
  File ""ipv6_parser_stv.py"", line 219, in <module>
  File ""pyparsing/core.py"", line 1340, in parse_string
pyparsing.exceptions.ParseException: Expected W:(0-9A-Fa-f){1,5}, found 'RNdb8'  (at char 5), (line:1, col:6)
Traceback (most recent call last):
  File ""ipv6_parser_stv.py"", line 219, in <module>
  File ""pyparsing/core.py"", line 1340, in parse_string
pyparsing.exceptions.ParseException: Expected W:(0-9A-Fa-f){1,5}, found 'RNdb8'  (at char 5), (line:1, col:6",0,False,False,byte_insert,2026-04-05 19:55:50
ipv6_parser,BONUS,53203fd19c1c,"9d18:63a[0:d1""52:e743:12cc:23a2:9af1:2b&96","Running the IPv6 parser with ipstr: 9d18:63a[0:d1""52:e743:12cc:23a2:9af1:2b&96
An unknown exception has been triggered. Expected ':', found '['  (at char 8), (line:1, col:9)
============================================================
TRACEBACK
============================================================
============================================================
Saved bug count report and tracebacks for the bugs encountered!
Final bug count: defaultdict(<class 'int'>, {('bonus', <class 'pypars","Traceback (most recent call last):
  File ""ipv6_parser_stv.py"", line 219, in <module>
  File ""pyparsing/core.py"", line 1340, in parse_string
pyparsing.exceptions.ParseException: Expected ':', found '['  (at char 8), (line:1, col:9)
Traceback (most recent call last):
  File ""ipv6_parser_stv.py"", line 219, in <module>
  File ""pyparsing/core.py"", line 1340, in parse_string
pyparsing.exceptions.ParseException: Expected ':', found '['  (at char 8), (line:1, col:9)
",0,False,False,byte_insert,2026-04-05 19:56:01
ipv6_parser,BONUS,4e8a6cd17893,7e4:47c0:3f59:99d1:d6ce:639a:d3c@2:948f,"Running the IPv6 parser with ipstr: 7e4:47c0:3f59:99d1:d6ce:639a:d3c@2:948f
An unknown exception has been triggered. Expected ':', found '@'  (at char 32), (line:1, col:33)
============================================================
TRACEBACK
============================================================
============================================================
Saved bug count report and tracebacks for the bugs encountered!
Final bug count: defaultdict(<class 'int'>, {('bonus', <class 'pyparsi","Traceback (most recent call last):
  File ""ipv6_parser_stv.py"", line 219, in <module>
  File ""pyparsing/core.py"", line 1340, in parse_string
pyparsing.exceptions.ParseException: Expected ':', found '@'  (at char 32), (line:1, col:33)
Traceback (most recent call last):
  File ""ipv6_parser_stv.py"", line 219, in <module>
  File ""pyparsing/core.py"", line 1340, in parse_string
pyparsing.exceptions.ParseException: Expected ':', found '@'  (at char 32), (line:1, col:33)
",0,False,False,byte_insert,2026-04-05 19:56:25
ipv6_parser,BONUS,56f6bd0fff84,aa60:95d7:a8c7:1421:149e:15sfe:37a8:a0d7,"Running the IPv6 parser with ipstr: aa60:95d7:a8c7:1421:149e:15sfe:37a8:a0d7
An unknown exception has been triggered. Expected ':', found 'sfe'  (at char 27), (line:1, col:28)
============================================================
TRACEBACK
============================================================
============================================================
Saved bug count report and tracebacks for the bugs encountered!
Final bug count: defaultdict(<class 'int'>, {('bonus', <class 'pypa","Traceback (most recent call last):
  File ""ipv6_parser_stv.py"", line 219, in <module>
  File ""pyparsing/core.py"", line 1340, in parse_string
pyparsing.exceptions.ParseException: Expected ':', found 'sfe'  (at char 27), (line:1, col:28)
Traceback (most recent call last):
  File ""ipv6_parser_stv.py"", line 219, in <module>
  File ""pyparsing/core.py"", line 1340, in parse_string
pyparsing.exceptions.ParseException: Expected ':', found 'sfe'  (at char 27), (line:1, col:28)
",0,False,False,byte_insert,2026-04-05 19:56:37
ipv6_parser,BONUS,fc570c96ac8c,55b9:b9c9:6a74a:d446:e04f:943z0:320b:1a8a,"Running the IPv6 parser with ipstr: 55b9:b9c9:6a74a:d446:e04f:943z0:320b:1a8a
An unknown exception has been triggered. Expected ':', found 'z0'  (at char 29), (line:1, col:30)
============================================================
TRACEBACK
============================================================
============================================================
Saved bug count report and tracebacks for the bugs encountered!
Final bug count: defaultdict(<class 'int'>, {('bonus', <class 'pypa","Traceback (most recent call last):
  File ""ipv6_parser_stv.py"", line 219, in <module>
  File ""pyparsing/core.py"", line 1340, in parse_string
pyparsing.exceptions.ParseException: Expected ':', found 'z0'  (at char 29), (line:1, col:30)
Traceback (most recent call last):
  File ""ipv6_parser_stv.py"", line 219, in <module>
  File ""pyparsing/core.py"", line 1340, in parse_string
pyparsing.exceptions.ParseException: Expected ':', found 'z0'  (at char 29), (line:1, col:30)
",0,False,False,byte_insert,2026-04-05 19:56:48
